,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM
946,Kepler-1025 b,Kepler-1025,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,37.32250138,0.00013408,-0.00013408,0.0,,,,,2.352,0.457,-0.179,0.0,0.21,0.041,-0.016,0.0,,,,,,,,,,,,,,17.95,1.22,-1.12,0.0,,,,,,,,,0,7.2507,0.0884,-0.0884,0.0,,,,,0.017530791587346665,0.00036,-0.00034,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6134.11,18.19,-18.19,0.0,1.23,0.07,-0.07,0.0,1.16,0.08,-0.07,0.0,-0.225,0.017,-0.017,0.0,[M/H],4.32,0.08,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.510214,+43d57m41.63s,43.9615628,803.776,25.075,-25.075,13.695,0.08,-0.08,12.572,0.021,-0.021,12.265,0.018,-0.018,12.217,0.022,-0.022,13.5557,0.000269,-0.000269,2019-04-16,2019-03,2019-04-18,2019-03-01,572.2172016252061,0.0003073286536789846,1.26,,1.0,1.0,5.62293403363706,0.08690010090361935
947,Kepler-1026 b,Kepler-1026,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,36.51574626,9.287e-05,-9.287e-05,0.0,,,,,2.243,0.294,-0.28,0.0,0.2,0.026,-0.025,0.0,,,,,,,,,,,,,,5.99,0.17,-0.17,0.0,,,,,,,,,0,3.5872,0.0841,-0.0841,0.0,,,,,0.02937653401507218,0.00389,-0.0012,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4844.0,122.0,-122.0,0.0,0.7,0.03,-0.03,0.0,0.79,0.04,-0.04,0.0,-0.02,0.151,-0.167,0.0,[Fe/H],4.65,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.239,2.596,-2.56,14.463,0.092,-0.092,12.686,0.022,-0.022,12.178,0.019,-0.019,12.077,0.027,-0.027,14.2019,0.000473,-0.000473,2019-04-16,2019-03,2019-04-18,2019-03-01,434.91211088062835,0.0008629807507386927,1.26,,1.0,1.0,7.744850717006913,0.12766455721172884
948,Kepler-1027 b,Kepler-1027,0,2,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.90781434,2.93e-06,-2.93e-06,0.0,,,,,1.268,0.057,-0.073,0.0,0.113,0.005,-0.007,0.0,,,,,,,,,,,,,,1162.51,31.8,-30.9,0.0,,,,,,,,,0,2.2564,0.0367,-0.0367,0.0,,,,,0.009851595393494665,0.00031,-0.00017,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5348.19,135.37,-140.57,0.0,1.18,0.06,-0.09,0.0,0.92,0.15,-0.09,0.0,-0.009,0.085,-0.085,0.0,[M/H],4.26,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.104,4.976,-4.859,12.994,0.08,-0.08,11.542,0.021,-0.021,11.23,0.021,-0.021,11.119,0.013,-0.013,12.8401,0.000232,-0.000232,2019-04-16,2019-03,2019-04-18,2019-03-01,1623.281990020804,9.70539317971253e-05,0.19,,1.0,1.0,21.71836830490458,0.5565247534292642
949,Kepler-1028 b,Kepler-1028,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.51461384,6.7e-06,-6.7e-06,0.0,,,,,1.263,0.105,-0.09,0.0,0.113,0.009,-0.008,0.0,,,,,,,,,,,,,,519.64,15.67,-15.12,0.0,,,,,,,,,0,1.6093,0.062,-0.062,0.0,,,,,0.013950654363898024,0.00032,-0.00051,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5494.0,122.0,-122.0,0.0,0.83,0.06,-0.06,0.0,0.96,0.05,-0.06,0.0,-0.09,0.166,-0.195,0.0,[Fe/H],4.58,0.05,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m22.34s,289.5931004,+49d46m52.48s,49.7812447,607.916,6.467,-6.335,14.611,0.092,-0.092,13.124,0.026,-0.026,12.726,0.03,-0.03,12.63,0.023,-0.023,14.3098,0.000271,-0.000271,2019-04-16,2019-03,2019-04-18,2019-03-01,1327.3041107744052,0.000194620757180947,0.19,,1.0,1.0,29.893269892904318,0.38197128471806485
950,Kepler-1029 b,Kepler-1029,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,4.4176845,2.57e-06,-2.57e-06,0.0,,,,,1.26,0.08,-0.07,0.0,0.112,0.007,-0.006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.1979,0.0566,-0.0566,0.0,,,,,0.01604380480091994,0.00066,-0.00029,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4757.73,96.94,-96.94,0.0,0.72,0.04,-0.04,0.0,0.77,0.04,-0.04,0.0,-0.08,0.013,-0.013,0.0,[M/H],4.61,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m31.89s,292.1328738,+41d32m50.92s,41.5474786,366.656,2.5695,-2.5695,14.434,0.15,-0.15,12.766,0.024,-0.024,12.301,,,12.169,,,14.3009,0.000223,-0.000223,2016-07-26,2016-07,2016-07-28,2016-07-01,,0.0002574036724900217,0.19,,1.0,1.0,,
951,Kepler-103 b,Kepler-103,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,15.96533687,9.2e-06,-9.2e-06,0.0,0.129399,0.00085,-0.0013,0.0,3.257,0.084,-0.084,0.0,0.291,0.007,-0.007,0.0,13.90207,6.86909,-6.86909,0.0,0.04374,0.02161,-0.02161,0.0,Msini,0.0,0.2,-0.03,0.0,149.9,8.6,-8.6,0.0,973.0,13.0,-13.0,0.0,87.914,0.073,-0.072,0.0,1,4.7814,0.0201,-0.0201,0.0,18.6716677852349,,,,0.020040142756125118,0.00021,-8e-05,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,6009.0,64.0,-64.0,0.0,1.49,0.02,-0.02,0.0,1.13,0.04,-0.04,0.0,0.16,0.04,-0.04,0.0,[Fe/H],4.08,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,11.193,0.021,-0.021,10.941,0.016,-0.016,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,2024-02-21,2024-01,2024-02-21,2024-01-01,972.7364818874825,0.000401607321685874,1.28,8.046489366570372,1.0,1.0,30.168897882933237,0.8657983168536558
952,Kepler-103 c,Kepler-103,0,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,179.6076602,0.0002,-0.0002,0.0,0.649672,0.0043,-0.0063,0.0,5.613,0.199,-0.199,0.0,0.501,0.018,-0.018,0.0,30.44501,18.57388,-18.57388,0.0,0.09579,0.05844,-0.05844,0.0,Msini,0.0,0.19,-0.02,0.0,5.95,0.34,-0.34,0.0,434.0,6.0,-6.0,0.0,87.704,0.12,-0.055,0.0,1,13.2672,0.119,-0.119,0.0,93.74461744966443,,,,0.03453648182073389,1e-05,-0.00177,0.0,,,,,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,,6009.0,64.0,-64.0,0.0,1.49,0.02,-0.02,0.0,1.13,0.04,-0.04,0.0,0.16,0.04,-0.04,0.0,[Fe/H],4.08,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,11.193,0.021,-0.021,10.941,0.016,-0.016,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,2024-02-21,2024-01,2024-02-21,2024-01-01,434.18422195185735,0.0011927685765538826,1.15,7.54168426369301,1.0,1.0,8.22872252774217,0.2361509572547316
953,Kepler-1030 b,Kepler-1030,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,19.32948057,6.933e-05,-6.933e-05,0.0,,,,,2.14,0.202,-0.163,0.0,0.191,0.018,-0.015,0.0,,,,,,,,,,,,,,16.88,1.01,-0.95,0.0,,,,,,,,,0,3.7957,0.091,-0.091,0.0,,,,,0.02724900180473704,0.00018,-0.00167,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4943.05,110.54,-110.54,0.0,0.72,0.06,-0.05,0.0,0.81,0.04,-0.04,0.0,0.303,0.015,-0.015,0.0,[M/H],4.63,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m43.66s,293.6819098,+45d49m03.09s,45.8175241,758.702,16.866,-16.866,16.003,0.137,-0.137,14.197,0.028,-0.028,13.711,0.029,-0.029,13.578,0.041,-0.041,15.7163,0.000543,-0.000543,2019-04-16,2019-03,2019-04-18,2019-03-01,563.4921969893309,0.0007425080993545625,1.26,,1.0,1.0,16.697202690463392,0.13787991638492214
954,Kepler-1031 b,Kepler-1031,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.22623246,4.49e-06,-4.49e-06,0.0,,,,,0.87,0.21,-0.11,0.0,0.078,0.019,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.1486,0.091,-0.091,0.0,,,,,0.007121484784081808,0.00032,-0.00026,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6051.81,94.31,-94.31,0.0,1.12,0.27,-0.13,0.0,1.09,0.1,-0.07,0.0,-0.09,0.091,-0.091,0.0,[M/H],4.38,0.08,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m21.57s,296.0898796,+48d57m19.48s,48.9554121,682.882,,,13.877,0.092,-0.092,12.702,0.023,-0.023,12.401,0.021,-0.021,12.353,0.025,-0.025,,,,2019-04-16,2019-03,2019-04-18,2019-03-01,,5.071554552990872e-05,0.19,,1.0,1.0,,
955,Kepler-1032 b,Kepler-1032,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,3.29012003,2.42e-06,-2.42e-06,0.0,,,,,1.999,0.205,-0.174,0.0,0.178,0.018,-0.016,0.0,,,,,,,,,,,,,,176.14,20.59,-17.84,0.0,,,,,,,,,0,1.8282,0.0463,-0.0463,0.0,,,,,0.022908261283599254,0.00112,-0.0006,0.0,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4481.0,157.0,-157.0,0.0,0.8,0.07,-0.07,0.0,0.77,0.03,-0.03,0.0,0.16,0.103,-0.211,0.0,[Fe/H],4.62,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m43.41s,289.9308779,+40d05m51.76s,40.0977109,673.01,37.599,-33.879,16.007,0.092,-0.092,13.926,0.025,-0.025,13.361,0.028,-0.028,13.301,0.034,-0.034,15.7993,0.001847,-0.001847,2018-09-04,2018-10,2018-09-06,2018-10-01,1012.7664218259448,0.0005247884350376526,1.26,,1.0,1.0,61.01968788142382,0.5724364424974693
956,Kepler-1033 b,Kepler-1033,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.56048552,3.475e-05,-3.475e-05,0.0,,,,,2.366,0.258,-0.225,0.0,0.211,0.023,-0.02,0.0,,,,,,,,,,,,,,159.42,23.87,-20.26,0.0,,,,,,,,,0,4.0427,0.0762,-0.0762,0.0,,,,,0.022362086691591503,0.00063,-0.00073,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5465.0,123.0,-123.0,0.0,0.97,0.1,-0.09,0.0,0.96,0.04,-0.04,0.0,0.06,0.147,-0.156,0.0,[Fe/H],4.45,0.05,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,1455.5,88.58,-79.14,16.186,0.343,-0.343,14.684,0.037,-0.037,14.381,0.048,-0.048,14.283,0.086,-0.086,15.9289,0.000624,-0.000624,2019-04-16,2019-03,2019-04-18,2019-03-01,987.8261008203087,0.0005000629212022538,1.26,,1.0,1.0,43.409932238184645,0.2590874640205349
957,Kepler-1034 b,Kepler-1034,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,12.12400283,2.988e-05,-2.988e-05,0.0,,,,,2.057,0.126,-0.099,0.0,0.184,0.011,-0.009,0.0,,,,,,,,,,,,,,36.79,1.51,-1.44,0.0,,,,,,,,,0,3.4328,0.0686,-0.0686,0.0,,,,,0.024491359165485945,0.00106,-0.00042,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5099.0,122.0,-122.0,0.0,0.77,0.04,-0.03,0.0,0.86,0.04,-0.04,0.0,-0.06,0.148,-0.172,0.0,[Fe/H],4.6,0.03,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m27.70s,286.1154093,+37d58m01.01s,37.9669464,654.549,9.472,-9.21,15.269,0.195,-0.195,13.719,0.025,-0.025,13.252,0.026,-0.026,13.158,0.031,-0.031,15.074,0.000317,-0.000317,2019-04-16,2019-03,2019-04-18,2019-03-01,684.6636056311415,0.0005998266737728324,1.26,,1.0,1.0,23.275840644651407,0.23321832258059597
958,Kepler-1035 b,Kepler-1035,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.71407763,4.33e-06,-4.33e-06,0.0,,,,,1.876,0.106,-0.27,0.0,0.167,0.009,-0.024,0.0,,,,,,,,,,,,,,1180.06,86.9,-79.05,0.0,,,,,,,,,0,1.6567,0.04,-0.04,0.0,,,,,0.013436686520770446,0.0004,-0.00017,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5753.5,103.29,-180.92,0.0,1.28,0.06,-0.11,0.0,1.03,0.1,-0.15,0.0,0.214,0.015,-0.015,0.0,[M/H],4.24,0.08,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m10.14s,289.042243,+42d52m57.00s,42.8824991,562.116,20.407,-19.048,13.097,0.092,-0.092,11.817,0.025,-0.025,11.459,0.019,-0.019,11.416,0.011,-0.011,13.0054,0.001019,-0.001019,2019-04-16,2019-03,2019-04-18,2019-03-01,1629.37413628326,0.00018054454465745419,1.26,,1.0,1.0,37.28399153112307,0.8332583854235869
959,Kepler-1036 b,Kepler-1036,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,122.87916295,0.00046784,-0.00046784,0.0,,,,,2.715,0.125,-0.41,0.0,0.242,0.011,-0.037,0.0,,,,,,,,,,,,,,2.82,0.07,-0.07,0.0,,,,,,,,,1,8.3369,0.293,-0.293,0.0,,,,,0.027967210295022554,0.00067,-0.00536,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5433.0,44.19,-44.19,0.0,0.89,0.04,-0.04,0.0,0.95,0.03,-0.04,0.0,0.197,0.042,-0.042,0.0,[M/H],4.51,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m43.61s,295.1817093,+49d56m44.94s,49.9458172,489.435,3.8115,-3.8115,13.87,0.057,-0.057,12.521,0.021,-0.021,12.207,0.017,-0.017,12.124,0.022,-0.022,13.7635,0.000269,-0.000269,2019-04-16,2019-03,2019-04-18,2019-03-01,360.2525578015564,0.0007821648516860156,1.26,,1.0,1.0,2.6372776066667276,0.042541533346109786
960,Kepler-1037 b,Kepler-1037,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.0637892,1.36e-06,-1.36e-06,0.0,,,,,1.222,0.099,-0.108,0.0,0.109,0.009,-0.01,0.0,,,,,,,,,,,,,,1015.43,26.68,-26.09,0.0,,,,,,,,,0,1.0764,0.039,-0.039,0.0,,,,,0.013831061352186359,0.00072,-0.00029,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4968.98,32.81,-32.81,0.0,0.81,0.06,-0.05,0.0,0.82,0.04,-0.04,0.0,0.235,0.031,-0.031,0.0,[M/H],4.54,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.914,3.126,-3.126,14.475,0.126,-0.126,12.821,0.028,-0.028,12.327,0.02,-0.02,12.248,0.024,-0.024,14.2311,0.000593,-0.000593,2019-04-16,2019-03,2019-04-18,2019-03-01,1569.304765056272,0.00019129825812794313,0.19,,1.0,1.0,44.22143018521741,0.6737365004112705
961,Kepler-1038 b,Kepler-1038,0,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,148.46005746,0.00050387,-0.00050387,0.0,,,,,3.553,0.502,-0.439,0.0,0.317,0.045,-0.039,0.0,,,,,,,,,,,,,,1.51,0.06,-0.06,0.0,,,,,,,,,0,5.5202,0.134,-0.134,0.0,,,,,0.04071688461262038,0.00392,-0.00325,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5238.0,122.0,-122.0,0.0,0.8,0.04,-0.04,0.0,0.89,0.07,-0.06,0.0,-0.04,0.158,-0.176,0.0,[Fe/H],4.58,0.04,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.136,9.939,-9.618,15.03,0.229,-0.229,13.376,0.027,-0.027,12.923,0.032,-0.032,12.782,0.022,-0.022,14.8561,0.000306,-0.000306,2019-04-16,2019-03,2019-04-18,2019-03-01,308.1690593553839,0.0016578646925574422,1.28,,1.0,1.0,2.5647874626549823,0.030556856470380953
962,Kepler-1038 c,Kepler-1038,1,1,2,Transit,2021,Kepler,1,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.1276598,,,0.0,,,,,1.416,,,0.0,0.126,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.01583137811714469,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5159.0,82.0,-82.0,0.0,0.82,0.06,-0.04,0.0,0.87,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.55,0.03,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.136,9.939,-9.618,15.03,0.229,-0.229,13.376,0.027,-0.027,12.923,0.032,-0.032,12.782,0.022,-0.022,14.8561,0.000306,-0.000306,2021-12-05,2022-02,2021-12-05,2022-02-01,,0.00025063253308800775,0.19,,1.0,1.0,,
963,Kepler-1039 b,Kepler-1039,0,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,0.934884,9.8e-07,-9.8e-07,0.0,,,,,1.249,0.145,-0.131,0.0,0.111,0.013,-0.012,0.0,,,,,,,,,,,,,,668.13,14.46,-14.22,0.0,,,,,,,,,0,1.4174,0.027,-0.027,0.0,,,,,0.015066700899510527,0.00011,-0.00255,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4560.0,122.0,-122.0,0.0,0.76,0.03,-0.03,0.0,0.72,0.05,-0.04,0.0,0.01,0.15,-0.164,0.0,[Fe/H],4.53,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m18.39s,298.3266169,+45d18m55.52s,45.3154212,306.91,1.945,-1.921,14.438,0.069,-0.069,12.424,0.023,-0.023,11.863,0.019,-0.019,11.753,0.019,-0.019,14.0958,0.0003,-0.0003,2019-04-16,2019-03,2019-04-18,2019-03-01,1413.3835718350545,0.00022700547599531135,0.19,,1.0,1.0,48.76720957099124,0.9332224942843207
