,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,dt_obj,pl_Teq,pl_rprs2,scale,TSM,efficiency,efficiency_kmag,ed_ESM,ESM
3762,TOI-1269 b,TOI-1269,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.2529913,6.8e-06,-6.8e-06,0.0,0.0496,0.0009,-0.001,0.0,2.401,0.15,-0.074,0.0,0.214,0.013,-0.007,0.0,6.4,3.0,-2.9,0.0,0.02014,0.00944,-0.00912,0.0,Mass,0.0,,,0.0,242.0202598853941,,,,1004.89685562,15.0647549015,-14.3058670154,0.0,,,,,0,2.6216334,0.0739425,-0.0459953,0.0,12.545882352941176,,,,0.025896588455131948,0.00156,-0.00069,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5499.0,63.0,-60.0,0.0,0.85,0.01,-0.01,0.0,0.9,0.02,-0.03,0.0,-0.049,0.058,-0.057,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m47.19s,249.6966397,+64d33m33.05s,64.559181,172.138,0.696,-0.69,11.618,0.034,-0.034,10.303,0.02,-0.02,9.952,0.018,-0.018,9.89,0.019,-0.019,11.4712,0.000866,-0.000866,2024-07-23,2024-06,2024-07-23,2024-06-01,1004.89685562,0.0006706332936144732,1.26,32.96481836744514,1.0,1.0,59.926683425837744,2.7044411474933128
3763,TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.31599,1.8e-05,-1.8e-05,0.0,0.0417,0.0007,-0.0007,0.0,4.132,0.226,-0.151,0.0,0.369,0.02,-0.013,0.0,27.0,2.7,-2.5,0.0,0.08495,0.0085,-0.00787,0.0,Mass,0.35,0.055,-0.055,0.0,212.88360558404892,,,,975.002388905,12.2024712949,-11.6935236872,0.0,,,,,0,1.5708493,0.0595184,-0.0483612,0.0,11.348734177215189,,,,0.047951538110235926,0.00254,-0.00165,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065.0,52.0,-50.0,0.0,0.79,0.01,-0.01,0.0,0.88,0.01,-0.02,0.0,0.182,0.054,-0.056,0.0,[Fe/H],4.58,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,10.218,0.019,-0.019,9.793,0.029,-0.029,9.701,0.02,-0.02,11.6,0.000497,-0.000497,2024-07-23,2024-06,2024-07-23,2024-06-01,975.002388905,0.0022993500071374086,1.15,42.458682317707705,1.0,1.0,212.53377545193308,10.463699267241005
3764,TOI-1273 b,TOI-1273,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,4.631296,3e-06,-3e-06,0.0,0.0549,0.001,-0.001,0.0,11.097,2.466,-2.466,0.0,0.99,0.22,-0.22,0.0,70.55791,4.76743,-4.76743,0.0,0.222,0.015,-0.015,0.0,Mass,0.055,0.032,-0.032,0.0,352.17494300588464,,,,1211.0,15.0,-15.0,0.0,,,,,0,,,,,11.135377358490565,,,,0.09597741341013936,0.021,-0.021,0.0,,,,,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5690.0,40.0,-40.0,0.0,1.06,0.02,-0.02,0.0,1.06,0.06,-0.06,0.0,0.07,0.04,-0.04,0.0,[Fe/H],4.37,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m29.01s,214.1208564,+58d23m24.91s,58.3902534,177.118,1.222,-1.206,10.98,0.009,-0.009,9.814,0.022,-0.022,9.515,0.028,-0.028,9.417,0.024,-0.024,10.8662,0.000261,-0.000261,2024-03-05,2024-02,2024-03-05,2024-02-01,1211.0,0.0092116638849008,1.15,261.51782944857194,1.0,1.0,1146.5998224726386,64.33823792067643
3765,TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567,0.00021,-0.00021,0.0,0.095,0.001,-0.001,0.0,12.218,2.69,-2.242,0.0,1.09,0.24,-0.2,0.0,5879.82553,158.9142,-158.9142,0.0,18.5,0.5,-0.5,0.0,Mass,0.013,0.004,-0.004,0.0,6.758059650179156,,,,,,,,88.3,0.1,-0.1,0.0,0,,,,,35.833333333333336,,,,0.19651449329086698,,,,,,,,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.0,42.0,-42.0,0.0,0.57,0.01,-0.01,0.0,0.54,0.02,-0.02,0.0,-0.01,0.28,-0.28,0.0,[Fe/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.648625,75.5759,0.15495,-0.15495,13.502,0.093,-0.093,10.601,0.025,-0.025,9.939,0.021,-0.021,9.735,0.012,-0.012,12.7543,0.000271,-0.000271,2021-08-03,2021-10,2021-08-03,2021-10-01,448.75643676150617,0.0386179460733662,1.15,3.735895698337837,1.0,1.0,531.550806607277,25.76333458610048
3766,TOI-1279 b,TOI-1279,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.61419,4e-05,-4e-05,0.0,0.085,0.002,-0.002,0.0,2.661,0.138,-0.106,0.0,0.237,0.012,-0.009,0.0,10.6,2.5,-2.5,0.0,0.03335,0.00787,-0.00787,0.0,Mass,0.0,,,0.0,78.05107367306,,,,759.004373836,11.8017970494,-11.6568325474,0.0,,,,,0,2.7649671,0.1103634,-0.0898225,0.0,21.755952380952383,,,,0.029042560935542826,0.00142,-0.00107,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5457.0,67.0,-68.0,0.0,0.84,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,-0.079,0.056,-0.059,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m15.09s,185.0628734,+56d12m05.07s,56.2014094,107.055,0.286,-0.284,10.714,0.006,-0.006,9.334,0.022,-0.022,8.968,0.019,-0.019,8.887,0.015,-0.015,10.4785,0.000192,-0.000192,2024-07-22,2024-06,2024-07-22,2024-06-01,759.004373836,0.0008434703456947182,1.26,32.740477568312144,1.0,1.0,39.69439477120495,2.8430629562772634
3767,TOI-128.01,TOI-128,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,4.9404681,,,0.0,0.05381,,,0.0,2.219,0.109,-0.109,0.0,0.198,0.01,-0.01,0.0,,,,,,,,,,,,,,182.41,,,0.0,1344.509542,,,0.0,,,,,0,1.966,,,0.0,10.244862,,,0.0,0.0180031367146606,,,0.0,,,,,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6086.0,,,0.0,1.13,,,0.0,0.85,,,0.0,,,,,,4.26,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m05.03s,79.5209381,-80d57m51.78s,-80.964384,68.4727,0.1192,-0.1188,8.44,0.03,-0.03,7.311,0.02,-0.02,7.018,0.024,-0.024,6.932,0.033,-0.033,8.37173,0.000439,-0.000439,2024-06-11,2024-05,2024-06-11,2024-05-01,1021.6613327255993,0.0003241129315667605,1.26,,0.5874758032672656,0.47966723443790665,26.615496053005604,4.690205342566893
3768,TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.6998279,4.9e-06,-4.9e-06,0.0,0.0374,0.0007,-0.0008,0.0,4.968,0.108,-0.1,0.0,0.443,0.01,-0.009,0.0,44.1,2.7,-2.6,0.0,0.13875,0.0085,-0.00818,0.0,Mass,0.0,0.014,-0.015,0.0,485.9501968502573,,,,1203.44152277,19.6606396306,-19.2124246591,0.0,88.3,1.7,-0.7,0.0,0,2.3792512,0.014771,-0.0130586,0.0,8.5,0.4,-0.4,0.0,0.047443822768434674,0.00063,-0.00048,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,G V,5388.0,68.0,-66.0,0.0,0.96,0.02,-0.02,0.0,0.96,0.03,-0.03,0.0,0.257,0.058,-0.058,0.0,[Fe/H],4.45,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.865,0.322,-0.321,10.445,0.007,-0.007,9.193,0.02,-0.02,8.842,0.031,-0.031,8.779,0.021,-0.021,10.4468,0.000358,-0.000358,2024-07-22,2024-06,2024-07-22,2024-06-01,1203.44152277,0.0022509163188826403,1.15,60.54615081443357,1.0,1.0627856979715082,295.3367038607829,22.231804552984016
3769,TOI-1294 b,TOI-1294,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.915292,1.5e-05,-1.5e-05,0.0,0.051,0.001,-0.001,0.0,10.124,0.236,-0.221,0.0,0.903,0.021,-0.02,0.0,63.9,4.7,-4.5,0.0,0.20105,0.01479,-0.01416,0.0,Mass,0.0,,,0.0,901.421255226494,,,,1392.74052755,23.2575088504,-24.5978963322,0.0,,,,,0,3.0331397,0.0499059,-0.0494724,0.0,7.028846153846152,,,,0.059497245349638635,0.0008,-0.00081,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5718.0,58.0,-78.0,0.0,1.56,0.03,-0.03,0.0,1.16,0.06,-0.05,0.0,0.283,0.06,-0.059,0.0,[Fe/H],4.12,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.648,2.301,-2.271,11.314,0.03,-0.03,10.337,0.019,-0.019,10.012,0.017,-0.017,9.964,0.02,-0.02,11.3998,0.000296,-0.000296,2024-07-22,2024-06,2024-07-22,2024-06-01,1392.74052755,0.003539922204195096,1.15,91.51123328451041,1.0,1.0,564.9094673634722,24.63974139244992
3770,TOI-1295 b,TOI-1295,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,3.1968838,5e-07,-5e-07,0.0,0.047,0.002,-0.002,0.0,15.693,0.897,-0.897,0.0,1.4,0.08,-0.08,0.0,451.31634,25.42627,-25.42627,0.0,1.42,0.08,-0.08,0.0,Mass,0.024,0.02,-0.02,0.0,1800.0,130.0,-130.0,0.0,2360.0,50.0,-50.0,0.0,,,,,0,6.2,0.25,-0.25,0.0,5.944117647058824,,,,0.08463039621540724,,,,,,,,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,F,6280.0,50.0,-50.0,0.0,1.7,0.03,-0.03,0.0,1.38,0.08,-0.08,0.0,0.26,0.06,-0.06,0.0,[Fe/H],4.1,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h06m41.33s,256.6722026,+67d52m17.41s,67.8715032,388.227,4.497,-4.398,11.303,0.011,-0.011,10.341,0.019,-0.019,10.123,0.017,-0.017,10.08,0.016,-0.016,11.1307,0.000491,-0.000491,2025-01-22,2024-12,2025-01-22,2024-12-01,1810.768463562713,0.0071623039635768165,1.15,52.73510153244794,1.0,1.0,1579.6985274350657,65.31779351174063
3771,TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.9443736,1.6e-06,-1.6e-06,0.0,0.051,0.001,-0.001,0.0,14.116,0.285,-0.263,0.0,1.259,0.025,-0.023,0.0,95.3,4.7,-4.6,0.0,0.29985,0.01479,-0.01447,0.0,Mass,0.0,0.061,-0.038,0.0,964.7891619153016,,,,1414.83526699,24.6945660895,-22.7709141647,0.0,88.81,0.82,-1.0,0.0,0,4.8636539,0.0148376,-0.0141099,0.0,6.44,0.24,-0.33,0.0,0.07612583145202885,0.00043,-0.00042,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5567.0,78.0,-72.0,0.0,1.7,0.03,-0.03,0.0,1.16,0.03,-0.02,0.0,0.405,0.059,-0.018,0.0,[Fe/H],4.04,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.265,2.845,-2.797,11.37,0.019,-0.019,10.15,0.018,-0.018,9.837,0.017,-0.017,9.742,0.016,-0.016,11.2912,0.000315,-0.000315,2024-07-23,2024-06,2024-07-23,2024-06-01,1414.83526699,0.0057951422142627045,1.15,155.0771899232662,1.0,1.0,981.0685610485231,47.39763267137476
3772,TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.537143,3e-06,-3e-06,0.0,0.057,0.001,-0.001,0.0,9.658,0.199,-0.173,0.0,0.862,0.018,-0.015,0.0,99.0,6.0,-6.0,0.0,0.31149,0.01888,-0.01888,0.0,Mass,0.0,0.034,-0.023,0.0,563.0017648364334,,,,1278.00384609,19.9509747692,-26.2836456005,0.0,88.96,0.73,-0.86,0.0,0,4.029272,0.018634,-0.016955,0.0,9.0,0.25,-0.29,0.0,0.061064459809767394,0.0005,-0.00044,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5752.0,69.0,-99.0,0.0,1.45,0.03,-0.02,0.0,1.22,0.02,-0.06,0.0,0.397,0.061,-0.058,0.0,[Fe/H],4.19,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.036,2.001,-1.978,11.889,0.022,-0.022,10.385,0.021,-0.021,10.105,0.017,-0.017,10.012,0.016,-0.016,11.4038,0.000268,-0.000268,2024-07-23,2024-06,2024-07-23,2024-06-01,1278.00384609,0.0037288682518586973,1.15,53.274625477500955,1.0,1.0,506.5312285575199,21.610435437033374
3773,TOI-1301.01,TOI-1301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,6.09640721,3.57e-06,-3.61e-06,0.0,0.059866,0.002199,-0.002372,0.0,2.477,0.196,-0.177,0.0,0.221,0.017,-0.016,0.0,,,,,,,,,,,,,,72.55,11.94,-10.49,0.0,,,,,,,,,0,2.3326,0.0263,-0.0206,0.0,17.631767123287673,,,,0.03110802699951365,0.00139,-0.00067,0.0,,,,,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,4820.0,32.0,-32.0,0.0,0.73,0.05,-0.05,0.0,0.77,0.09,-0.09,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h23m27.01s,275.8625432,+71d34m54.29s,71.5817479,90.8693,0.1896,-0.1889,11.337,0.015,-0.015,9.676,0.024,-0.024,9.136,0.029,-0.029,9.044,0.023,-0.023,11.1355,0.000965,-0.000965,2024-12-10,2024-11,2024-12-10,2024-11-01,811.3423583665509,0.0009677093438024702,1.26,,1.0,1.0,62.40525745282468,4.157942425297605
3774,TOI-132 b,TOI-132,0,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,2.1096935,3.3e-06,-3.3e-06,0.0,0.026,0.002,-0.003,0.0,3.42,0.13,-0.14,0.0,0.305,0.012,-0.012,0.0,22.4,1.9,-1.92,0.0,0.07048,0.00598,-0.00604,0.0,Mass,0.059,0.05,-0.037,0.0,860.0,,,0.0,1395.0,52.0,-72.0,0.0,85.03,1.3,-1.84,0.0,0,,,,,7.03,0.51,-1.2,0.0,0.034837976139140435,0.0013,-0.0011,0.0,,,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.0,46.0,-46.0,0.0,0.9,0.02,-0.02,0.0,0.97,0.06,-0.06,0.0,0.16,0.1,-0.1,0.0,[Fe/H],4.48,0.23,-0.23,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,163.678,0.993,-0.981,11.197,0.013,-0.013,10.141,0.022,-0.022,9.762,0.025,-0.025,9.646,0.023,-0.023,11.3208,0.000702,-0.000702,2022-05-03,2022-05,2022-05-03,2022-05-01,1505.4606513822775,0.0012136845814713184,1.28,39.81297758045027,1.0,1.0,237.09198607971703,11.972205612453607
3775,TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.720219,1.1e-05,-1.1e-05,0.0,0.0626,0.0011,-0.0012,0.0,15.648,0.628,-0.605,0.0,1.396,0.056,-0.054,0.0,753.2571,76.2792,-76.2792,0.0,2.37,0.24,-0.24,0.0,Mass,0.073,0.092,-0.052,0.0,1324.9103044287974,,,,1679.0,35.0,-34.0,0.0,85.7,1.3,-0.65,0.0,0,4.6416,0.06,-0.0696,0.0,6.98,0.24,-0.23,0.0,0.07433114952621618,0.0014,-0.0015,0.0,,,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.0,97.0,-97.0,0.0,1.93,0.06,-0.06,0.0,1.46,0.08,-0.08,0.0,0.119,0.078,-0.077,0.0,[Fe/H],4.03,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.492,1.202,-1.188,9.438,0.003,-0.003,8.485,0.027,-0.027,8.397,0.043,-0.043,8.272,0.024,-0.024,9.35039,0.000213,-0.000213,2021-02-25,2021-04,2021-03-04,2021-04-01,1679.0,0.005525119789888708,1.15,52.97454032434762,0.960245344921028,0.8882551873645091,1082.496009084513,102.91616535343465
3776,TOI-1338 b,TOI-1338 A,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,95.4001,0.0062,-0.0056,0.0,0.4607,0.0088,-0.0088,0.0,7.661,0.053,-0.053,0.0,0.683,0.005,-0.005,0.0,11.3,2.1,-2.1,0.0,0.0355,0.0066,-0.0067,0.0,Mass,0.0331,0.0022,-0.0021,0.0,9.762701510714459,,,,,,,,90.494,0.013,-0.014,0.0,1,,,,,75.61106870229007,,,,0.05361465150702187,0.001,-0.00103,0.0,,,,,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,F8,6050.0,80.0,-80.0,0.0,1.31,0.0,-0.0,0.0,1.09,0.01,-0.01,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.0,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.017,3.162,-3.113,11.722,0.022,-0.022,10.95,0.023,-0.023,10.695,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174,2024-08-07,2024-07,2024-08-07,2024-07-01,491.98027233471504,0.0028745308562194024,1.15,84.69950673638168,1.0,1.0,31.889903741643963,1.0211992814065898
3777,TOI-1347 b,TOI-1347,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.84742431,5.8e-07,-5.8e-07,0.0,0.0171,0.0003,-0.0003,0.0,1.814,0.091,-0.061,0.0,0.162,0.008,-0.005,0.0,12.2,1.6,-1.5,0.0,0.03839,0.00503,-0.00472,0.0,Mass,0.0,,,0.0,1932.636641661546,,,,1698.49860235,21.2773565796,-21.0762620633,0.0,79.5,0.7,-0.7,0.0,0,0.8769615,0.0221307,-0.0146602,0.0,4.43,0.21,-0.21,0.0,0.01979827340739372,0.00095,-0.00062,0.0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5493.0,54.0,-55.0,0.0,0.84,0.01,-0.01,0.0,0.93,0.02,-0.02,0.0,0.017,0.057,-0.055,0.0,[Fe/H],4.56,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.476,1.05,-1.035,11.168,0.013,-0.013,10.011,0.02,-0.02,9.683,0.021,-0.021,9.616,0.015,-0.015,11.2087,0.00115,-0.00115,2024-07-23,2024-06,2024-07-23,2024-06-01,1698.49860235,0.00039197162991391337,1.26,14.764854933571506,1.0,1.0,91.42616555242834,4.680883128393527
